point,waveType,dacVoltage,pulse,rawSensor1,rawSensor2,sensor1,sensor2,voltage1,voltage2,gasType,ppm
166,0,0.0,0,36995,7550,36995,7550,4.62438,0.94375,NH3,11.04
167,0,0.0,0,36416,7432,36416,7432,4.5521,0.929,NH3,10.72
168,0,0.0,0,35862,7318,35862,7318,4.48286,0.91487,NH3,10.41
169,0,0.0,0,35324,7209,35324,7209,4.41554,0.90113,NH3,10.11
170,0,0.0,0,34804,7102,34804,7102,4.35056,0.88787,NH3,9.82
171,0,0.0,0,34295,6999,34295,6999,4.28691,0.87488,NH3,9.53
172,0,0.0,0,33805,6899,33805,6899,4.22566,0.86238,NH3,9.26
173,0,0.0,0,33339,6804,33339,6804,4.16745,0.8505,NH3,9.0
174,0,0.0,0,32884,6711,32884,6711,4.11051,0.83888,NH3,8.74
175,0,0.0,0,32462,6624,32462,6624,4.05779,0.82812,NH3,8.51
176,0,0.0,0,32026,6536,32026,6536,4.0033,0.817,NH3,8.26
177,0,0.0,0,31614,6452,31614,6452,3.95185,0.8065,NH3,8.03
178,0,0.0,0,31227,6373,31227,6373,3.90349,0.79663,NH3,7.82
179,0,0.0,0,30855,6296,30855,6296,3.85689,0.78712,NH3,7.61
180,0,0.0,0,30487,6222,30487,6222,3.81098,0.77775,NH3,7.4
181,0,0.0,0,30135,6150,30135,6150,3.76688,0.76875,NH3,7.21
182,0,0.0,0,29801,6082,29801,6082,3.72523,0.76025,NH3,7.02
183,0,0.0,0,29473,6015,29473,6015,3.68421,0.75188,NH3,6.84
184,0,0.0,0,29169,5953,29169,5953,3.64624,0.74413,NH3,6.67
185,0,0.0,0,28856,5889,28856,5889,3.60704,0.73613,NH3,6.49
186,0,0.0,0,28557,5828,28557,5828,3.56965,0.7285,NH3,6.32
187,0,0.0,0,28272,5770,28272,5770,3.53412,0.72125,NH3,6.16
188,0,0.0,0,28003,5714,28003,5714,3.50041,0.71437,NH3,6.01
189,0,0.0,0,27724,5658,27724,5658,3.46553,0.70725,NH3,5.86
190,0,0.0,0,27464,5605,27464,5605,3.43309,0.70063,NH3,5.71
191,0,0.0,0,27219,5554,27219,5554,3.40241,0.69437,NH3,5.58
192,0,0.0,0,26969,5504,26969,5504,3.3712,0.688,NH3,5.44
193,0,0.0,0,26719,5453,26719,5453,3.33999,0.68163,NH3,5.3
194,0,0.0,0,26474,5403,26474,5403,3.30936,0.67538,NH3,5.16
195,0,0.0,0,26258,5358,26258,5358,3.28236,0.66987,NH3,5.04
196,0,0.0,0,26077,5322,26077,5322,3.25973,0.66525,NH3,4.94
197,0,0.0,0,25818,5269,25818,5269,3.22729,0.65863,NH3,4.79
198,0,0.0,0,25636,5232,25636,5232,3.2046,0.654,NH3,4.69
199,0,0.0,0,25450,5194,25450,5194,3.18133,0.64925,NH3,4.59
200,0,0.0,0,25254,5154,25254,5154,3.15682,0.64425,NH3,4.48
201,0,0.0,0,25078,5118,25078,5118,3.13478,0.63975,NH3,4.38
202,0,0.0,0,24892,5080,24892,5080,3.1115,0.635,NH3,4.27
203,0,0.0,0,24745,5050,24745,5050,3.09313,0.63125,NH3,4.19
204,0,0.0,0,24514,5003,24514,5003,3.06436,0.62538,NH3,4.06
205,0,0.0,0,24377,4975,24377,4975,3.04721,0.62188,NH3,3.99
206,0,0.0,0,24235,4946,24235,4946,3.02943,0.61825,NH3,3.91
207,0,0.0,0,24073,4913,24073,4913,3.00924,0.61413,NH3,3.82
208,0,0.0,0,23936,4884,23936,4884,2.99204,0.61062,NH3,3.74
209,0,0.0,0,23784,4854,23784,4854,2.97308,0.60675,NH3,3.66
210,0,0.0,0,23667,4830,23667,4830,2.95838,0.60375,NH3,3.59
211,0,0.0,0,23520,4800,23520,4800,2.94,0.6,NH3,3.51
212,0,0.0,0,23392,4774,23392,4774,2.92408,0.59675,NH3,3.44
213,0,0.0,0,23265,4748,23265,4748,2.90815,0.5935,NH3,3.37
214,0,0.0,0,23128,4720,23128,4720,2.891,0.59,NH3,3.29
215,0,0.0,0,23020,4698,23020,4698,2.87753,0.58725,NH3,3.23
216,0,0.0,0,22897,4673,22897,4673,2.86224,0.58413,NH3,3.16
217,0,0.0,0,22780,4649,22780,4649,2.84754,0.58113,NH3,3.09
218,0,0.0,0,22667,4626,22667,4626,2.83343,0.57825,NH3,3.03
219,0,0.0,0,22569,4606,22569,4606,2.82118,0.57575,NH3,2.98
220,0,0.0,0,22442,4580,22442,4580,2.80525,0.5725,NH3,2.91
221,0,0.0,0,22358,4562,22358,4562,2.79481,0.57037,NH3,2.86
222,0,0.0,0,22246,4540,22246,4540,2.78075,0.5675,NH3,2.8
223,0,0.0,0,22152,4520,22152,4520,2.76909,0.56512,NH3,2.74
224,0,0.0,0,22074,4504,22074,4504,2.75929,0.56312,NH3,2.7
225,0,0.0,0,21976,4485,21976,4485,2.74709,0.56063,NH3,2.65
226,0,0.0,0,21878,4464,21878,4464,2.73479,0.55812,NH3,2.59
227,0,0.0,0,21790,4447,21790,4447,2.72381,0.55588,NH3,2.54
228,0,0.0,0,21716,4432,21716,4432,2.7146,0.554,NH3,2.5
229,0,0.0,0,21633,4415,21633,4415,2.70421,0.55188,NH3,2.45
230,0,0.0,0,21545,4397,21545,4397,2.69319,0.54963,NH3,2.4
231,0,0.0,0,21491,4386,21491,4386,2.68643,0.54825,NH3,2.37
232,0,0.0,0,21398,4366,21398,4366,2.67476,0.54587,NH3,2.32
233,0,0.0,0,21344,4356,21344,4356,2.66805,0.5445,NH3,2.29
234,0,0.0,0,21251,4336,21251,4336,2.65639,0.54212,NH3,2.24
235,0,0.0,0,21187,4324,21187,4324,2.64845,0.5405,NH3,2.2
236,0,0.0,0,21138,4314,21138,4314,2.64233,0.53925,NH3,2.18
237,0,0.0,0,21075,4301,21075,4301,2.63439,0.53763,NH3,2.14
238,0,0.0,0,20996,4285,20996,4285,2.62459,0.53563,NH3,2.1
239,0,0.0,0,20952,4276,20952,4276,2.61905,0.5345,NH3,2.07
240,0,0.0,0,20869,4259,20869,4259,2.60866,0.53238,NH3,2.03
241,0,0.0,0,20830,4251,20830,4251,2.60376,0.53138,NH3,2.0
242,0,0.0,0,20785,4242,20785,4242,2.59823,0.53025,NH3,1.98
243,0,0.0,0,20712,4227,20712,4227,2.58906,0.52838,NH3,1.94
244,0,0.0,0,20653,4214,20653,4214,2.58166,0.52687,NH3,1.91
245,0,0.0,0,20599,4204,20599,4204,2.57495,0.5255,NH3,1.88
246,0,0.0,0,20555,4195,20555,4195,2.56946,0.52438,NH3,1.85
247,0,0.0,0,20511,4186,20511,4186,2.56393,0.52325,NH3,1.83
248,0,0.0,0,20452,4174,20452,4174,2.55658,0.52175,NH3,1.79
249,0,0.0,0,20428,4169,20428,4169,2.55354,0.52113,NH3,1.78
0,0,3.3,255,17561,3584,17561,3584,2.1952,0.448,NH3,0.18
1,0,3.3,255,18830,3842,18830,3842,2.35381,0.48037,NH3,0.89
2,0,3.3,255,20776,4240,20776,4240,2.597,0.53,NH3,1.97
3,0,3.3,255,22809,4655,22809,4655,2.85121,0.58188,NH3,3.11
4,0,3.3,255,24852,5072,24852,5072,3.1066,0.634,NH3,4.25
5,0,3.3,255,26950,5500,26950,5500,3.36875,0.6875,NH3,5.43
6,0,3.3,255,29037,5926,29037,5926,3.62968,0.74075,NH3,6.59
7,0,3.3,255,31115,6350,31115,6350,3.88938,0.79375,NH3,7.75
8,0,3.3,255,33187,6773,33187,6773,4.14849,0.84663,NH3,8.91
9,0,3.3,255,35265,7197,35265,7197,4.40819,0.89963,NH3,10.07
10,0,3.3,255,37289,7610,37289,7610,4.66113,0.95125,NH3,11.2
11,0,3.3,255,39293,8019,39293,8019,4.91166,1.00238,NH3,12.32
12,0,3.3,255,41262,8420,41262,8420,5.15784,1.05262,NH3,13.42
13,0,3.3,255,43169,8810,43169,8810,5.39613,1.10125,NH3,14.49
14,0,3.3,255,45060,9196,45060,9196,5.63255,1.1495,NH3,15.55
15,0,3.3,255,46912,9574,46912,9574,5.86408,1.19675,NH3,16.58
16,0,3.3,255,48706,9940,48706,9940,6.08825,1.2425,NH3,17.58
17,0,3.3,255,50455,10297,50455,10297,6.30694,1.28713,NH3,18.56
18,0,3.3,255,52116,10636,52116,10636,6.51455,1.3295,NH3,19.49
19,0,3.3,255,53747,10968,53747,10968,6.71849,1.37112,NH3,20.4
20,0,3.3,255,55326,11291,55326,11291,6.91576,1.41138,NH3,21.29
21,0,3.3,255,56869,11606,56869,11606,7.10868,1.45075,NH3,22.15
22,0,3.3,255,58314,11900,58314,11900,7.28934,1.48762,NH3,22.96
23,0,3.3,255,59726,12189,59726,12189,7.46579,1.52363,NH3,23.74
24,0,3.3,255,61073,12464,61073,12464,7.6342,1.558,NH3,24.5
25,0,3.3,255,62371,12728,62371,12728,7.79649,1.59112,NH3,25.22
26,0,3.3,255,63616,12983,63616,12983,7.95211,1.62288,NH3,25.92
27,0,3.3,255,64841,13233,64841,13233,8.10524,1.65413,NH3,26.6
28,0,3.3,255,65963,13462,65963,13462,8.24548,1.68275,NH3,27.23
29,0,3.3,255,67046,13682,67046,13682,8.38081,1.71037,NH3,27.84
30,0,3.3,255,68100,13898,68100,13898,8.51253,1.73725,NH3,28.42
31,0,3.3,255,69085,14099,69085,14099,8.63566,1.76238,NH3,28.98
32,0,3.3,255,70064,14298,70064,14298,8.75811,1.78737,NH3,29.52
33,0,3.3,255,70981,14486,70981,14486,8.87268,1.81075,NH3,30.04
34,0,3.3,255,71834,14660,71834,14660,8.97925,1.8325,NH3,30.51
35,0,3.3,255,72667,14830,72667,14830,9.08338,1.85375,NH3,30.98
36,0,3.3,255,73446,14989,73446,14989,9.18079,1.87363,NH3,31.41
37,0,3.3,255,74229,15148,74229,15148,9.27874,1.89362,NH3,31.85
38,0,3.3,255,74945,15294,74945,15294,9.36816,1.91187,NH3,32.25
39,0,3.3,255,75606,15430,75606,15430,9.45087,1.92875,NH3,32.62
40,0,3.3,255,76278,15567,76278,15567,9.53481,1.94588,NH3,33.0
41,0,3.3,255,76876,15689,76876,15689,9.60954,1.96113,NH3,33.33
42,0,3.3,255,77473,15810,77473,15810,9.68421,1.97637,NH3,33.66
43,0,3.3,255,78022,15923,78022,15923,9.75286,1.99038,NH3,33.97
44,0,3.3,255,78556,16032,78556,16032,9.8196,2.004,NH3,34.27
45,0,3.3,255,79037,16129,79037,16129,9.87963,2.01625,NH3,34.54
46,0,3.3,255,79512,16227,79512,16227,9.93906,2.02838,NH3,34.8
47,0,3.3,255,79938,16314,79938,16314,9.99233,2.03925,NH3,35.04
48,0,3.3,255,80364,16400,80364,16400,10.04559,2.05012,NH3,35.28
49,0,3.3,255,80732,16476,80732,16476,10.09155,2.0595,NH3,35.48
50,0,3.3,255,81124,16556,81124,16556,10.14055,2.0695,NH3,35.7
51,0,3.3,255,81482,16629,81482,16629,10.18529,2.07863,NH3,35.9
52,0,3.3,255,81785,16690,81785,16690,10.22321,2.08637,NH3,36.07
53,0,3.3,255,82109,16757,82109,16757,10.26369,2.09463,NH3,36.25
54,0,3.3,255,82388,16814,82388,16814,10.29858,2.10175,NH3,36.41
55,0,3.3,255,82643,16866,82643,16866,10.33042,2.10825,NH3,36.55
56,0,3.3,255,82903,16919,82903,16919,10.36291,2.11488,NH3,36.7
57,0,3.3,255,83113,16962,83113,16962,10.38922,2.12025,NH3,36.82
58,0,3.3,255,83329,17006,83329,17006,10.41618,2.12575,NH3,36.94
59,0,3.3,255,83510,17042,83510,17042,10.43881,2.13037,NH3,37.04
60,0,3.3,255,83701,17082,83701,17082,10.46273,2.13525,NH3,37.14
61,0,3.3,255,83888,17120,83888,17120,10.486,2.14,NH3,37.25
62,0,3.3,255,84039,17150,84039,17150,10.50496,2.14387,NH3,37.33
63,0,3.3,255,84206,17184,84206,17184,10.52579,2.14812,NH3,37.43
64,0,3.3,255,84323,17208,84323,17208,10.54049,2.15112,NH3,37.49
65,0,3.3,255,84451,17234,84451,17234,10.55641,2.15437,NH3,37.56
66,0,3.3,255,84569,17259,84569,17259,10.57116,2.15738,NH3,37.63
67,0,3.3,255,84691,17284,84691,17284,10.58645,2.1605,NH3,37.7
68,0,3.3,255,84784,17303,84784,17303,10.59811,2.16288,NH3,37.75
69,0,3.3,255,84868,17320,84868,17320,10.6085,2.165,NH3,37.8
70,0,3.3,255,84946,17336,84946,17336,10.6183,2.167,NH3,37.84
71,0,3.3,255,85005,17348,85005,17348,10.62565,2.1685,NH3,37.87
72,0,3.3,255,85088,17364,85088,17364,10.63604,2.17062,NH3,37.92
73,0,3.3,255,85152,17378,85152,17378,10.64403,2.17225,NH3,37.96
74,0,3.3,255,85211,17390,85211,17390,10.65138,2.17375,NH3,37.99
75,0,3.3,255,85260,17400,85260,17400,10.6575,2.175,NH3,38.02
76,0,3.3,255,85299,17408,85299,17408,10.6624,2.176,NH3,38.04
77,0,3.3,255,85318,17412,85318,17412,10.66485,2.1765,NH3,38.05
78,0,3.3,255,85372,17422,85372,17422,10.67156,2.17787,NH3,38.08
79,0,3.3,255,85407,17430,85407,17430,10.67588,2.17875,NH3,38.1
80,0,3.3,255,85431,17434,85431,17434,10.67891,2.17937,NH3,38.11
81,0,3.3,255,85446,17438,85446,17438,10.68078,2.17975,NH3,38.12
82,0,3.3,255,85456,17440,85456,17440,10.682,2.18,NH3,38.13
83,0,3.3,255,85475,17444,85475,17444,10.68445,2.1805,NH3,38.14
84,0,3.3,255,85480,17445,85480,17445,10.68509,2.18063,NH3,38.14
85,0,3.3,255,85495,17448,85495,17448,10.6869,2.181,NH3,38.15
86,0,3.3,255,85485,17446,85485,17446,10.68568,2.18075,NH3,38.14
87,0,3.3,255,85495,17448,85495,17448,10.6869,2.181,NH3,38.15
88,0,3.3,255,85495,17448,85495,17448,10.6869,2.181,NH3,38.15
89,0,3.3,255,85480,17445,85480,17445,10.68509,2.18063,NH3,38.14
90,0,3.3,255,85490,17446,85490,17446,10.68626,2.18087,NH3,38.14
91,0,3.3,255,85495,17448,85495,17448,10.6869,2.181,NH3,38.15
92,0,3.3,255,85548,17458,85548,17458,10.69361,2.18237,NH3,38.18
93,0,3.3,255,85514,17452,85514,17452,10.68935,2.1815,NH3,38.16
94,0,3.3,255,85500,17449,85500,17449,10.68754,2.18113,NH3,38.15
95,0,3.3,255,85490,17446,85490,17446,10.68626,2.18087,NH3,38.14
96,0,3.3,255,85421,17432,85421,17432,10.67769,2.17912,NH3,38.11
97,0,3.3,255,85407,17430,85407,17430,10.67588,2.17875,NH3,38.1
98,0,3.3,255,85372,17422,85372,17422,10.67156,2.17787,NH3,38.08
99,0,3.3,255,85362,17420,85362,17420,10.67034,2.17762,NH3,38.07
100,0,3.3,255,85318,17412,85318,17412,10.66485,2.1765,NH3,38.05
101,0,3.3,255,85289,17406,85289,17406,10.66118,2.17575,NH3,38.03
102,0,3.3,255,85269,17402,85269,17402,10.65873,2.17525,NH3,38.02
103,0,3.3,255,85255,17399,85255,17399,10.65691,2.17488,NH3,38.01
104,0,3.3,255,85235,17394,85235,17394,10.65441,2.17437,NH3,38.0
105,0,3.3,255,85191,17386,85191,17386,10.64893,2.17325,NH3,37.98
106,0,3.3,255,85167,17381,85167,17381,10.64589,2.17263,NH3,37.96
107,0,3.3,255,85132,17374,85132,17374,10.64157,2.17175,NH3,37.94
108,0,3.3,255,85113,17370,85113,17370,10.63913,2.17125,NH3,37.93
109,0,3.3,255,85073,17362,85073,17362,10.63422,2.17025,NH3,37.91
110,0,3.3,255,85034,17354,85034,17354,10.62932,2.16925,NH3,37.89
111,0,3.3,255,85019,17350,85019,17350,10.62746,2.16887,NH3,37.88
112,0,3.3,255,84990,17344,84990,17344,10.62379,2.16812,NH3,37.86
113,0,3.3,255,84966,17340,84966,17340,10.62075,2.1675,NH3,37.85
114,0,3.3,255,84946,17336,84946,17336,10.6183,2.167,NH3,37.84
115,0,3.3,255,84907,17328,84907,17328,10.6134,2.166,NH3,37.82
116,0,3.3,255,84887,17324,84887,17324,10.61095,2.1655,NH3,37.81
117,0,3.3,255,84882,17323,84882,17323,10.61036,2.16538,NH3,37.8
118,0,3.3,255,84848,17316,84848,17316,10.60605,2.1645,NH3,37.79
119,0,3.3,255,84819,17310,84819,17310,10.60238,2.16375,NH3,37.77
120,0,3.3,255,84789,17304,84789,17304,10.5987,2.163,NH3,37.75
121,0,3.3,255,84760,17298,84760,17298,10.59502,2.16225,NH3,37.74
122,0,3.3,255,84730,17292,84730,17292,10.59135,2.1615,NH3,37.72
123,0,3.3,255,84711,17288,84711,17288,10.5889,2.161,NH3,37.71
124,0,3.3,255,84696,17285,84696,17285,10.58709,2.16063,NH3,37.7
125,0,0.0,0,99073,20219,99073,20219,12.38416,2.52738,NH3,45.74
126,0,0.0,0,96853,19766,96853,19766,12.10667,2.47075,NH3,44.5
127,0,0.0,0,93933,19170,93933,19170,11.74163,2.39625,NH3,42.86
128,0,0.0,0,91120,18596,91120,18596,11.39005,2.3245,NH3,41.29
129,0,0.0,0,88405,18042,88405,18042,11.05073,2.25525,NH3,39.77
130,0,0.0,0,85789,17508,85789,17508,10.72365,2.1885,NH3,38.31
131,0,0.0,0,83290,16998,83290,16998,10.41128,2.12475,NH3,36.91
132,0,0.0,0,80835,16496,80835,16496,10.10439,2.06212,NH3,35.54
133,0,0.0,0,78507,16021,78507,16021,9.81348,2.00275,NH3,34.24
134,0,0.0,0,76273,15566,76273,15566,9.53418,1.94575,NH3,32.99
135,0,0.0,0,74112,15124,74112,15124,9.26404,1.89062,NH3,31.78
136,0,0.0,0,72049,14704,72049,14704,9.0062,1.838,NH3,30.63
137,0,0.0,0,70070,14300,70070,14300,8.75875,1.7875,NH3,29.53
138,0,0.0,0,68173,13913,68173,13913,8.52174,1.73913,NH3,28.47
139,0,0.0,0,66336,13538,66336,13538,8.29203,1.69225,NH3,27.44
140,0,0.0,0,64586,13180,64586,13180,8.07334,1.64762,NH3,26.46
141,0,0.0,0,62901,12836,62901,12836,7.86264,1.60462,NH3,25.52
142,0,0.0,0,61313,12512,61313,12512,7.66419,1.56412,NH3,24.63
143,0,0.0,0,59750,12194,59750,12194,7.46883,1.52425,NH3,23.76
144,0,0.0,0,58280,11894,58280,11894,7.28508,1.48675,NH3,22.94
145,0,0.0,0,56849,11602,56849,11602,7.10623,1.45025,NH3,22.14
146,0,0.0,0,55497,11326,55497,11326,6.93718,1.41575,NH3,21.38
147,0,0.0,0,54174,11056,54174,11056,6.7718,1.382,NH3,20.64
148,0,0.0,0,52934,10803,52934,10803,6.61686,1.35038,NH3,19.95
149,0,0.0,0,51734,10558,51734,10558,6.46678,1.31975,NH3,19.28
150,0,0.0,0,50587,10324,50587,10324,6.32345,1.2905,NH3,18.64
151,0,0.0,0,49499,10102,49499,10102,6.18748,1.26275,NH3,18.03
152,0,0.0,0,48466,9891,48466,9891,6.05826,1.23638,NH3,17.45
153,0,0.0,0,47417,9676,47417,9676,5.92714,1.20962,NH3,16.86
154,0,0.0,0,46442,9478,46442,9478,5.80527,1.18475,NH3,16.32
155,0,0.0,0,45515,9288,45515,9288,5.68949,1.16112,NH3,15.8
156,0,0.0,0,44599,9102,44599,9102,5.57498,1.13775,NH3,15.29
157,0,0.0,0,43732,8925,43732,8925,5.46659,1.11563,NH3,14.81
158,0,0.0,0,42904,8756,42904,8756,5.36305,1.0945,NH3,14.34
159,0,0.0,0,42105,8592,42105,8592,5.26319,1.07412,NH3,13.9
160,0,0.0,0,41365,8442,41365,8442,5.17073,1.05525,NH3,13.48
161,0,0.0,0,40611,8288,40611,8288,5.0764,1.036,NH3,13.06
162,0,0.0,0,39920,8147,39920,8147,4.99006,1.01838,NH3,12.67
163,0,0.0,0,39204,8000,39204,8000,4.90059,1.00012,NH3,12.27
164,0,0.0,0,38557,7868,38557,7868,4.81974,0.98362,NH3,11.91
165,0,0.0,0,37926,7740,37926,7740,4.74075,0.9675,NH3,11.56
166,0,0.0,0,37323,7616,37323,7616,4.66539,0.95212,NH3,11.22
167,0,0.0,0,36730,7496,36730,7496,4.5913,0.937,NH3,10.89
168,0,0.0,0,36157,7379,36157,7379,4.51966,0.92238,NH3,10.57
169,0,0.0,0,35618,7269,35618,7269,4.45229,0.90863,NH3,10.27
170,0,0.0,0,35108,7165,35108,7165,4.38859,0.89563,NH3,9.99
171,0,0.0,0,34589,7059,34589,7059,4.32366,0.88238,NH3,9.69
172,0,0.0,0,34089,6956,34089,6956,4.26114,0.86962,NH3,9.42
173,0,0.0,0,33628,6863,33628,6863,4.20361,0.85788,NH3,9.16
174,0,0.0,0,33212,6778,33212,6778,4.15153,0.84725,NH3,8.93
175,0,0.0,0,32737,6681,32737,6681,4.09214,0.83513,NH3,8.66
176,0,0.0,0,32320,6596,32320,6596,4.04005,0.8245,NH3,8.43
177,0,0.0,0,31918,6514,31918,6514,3.98983,0.81425,NH3,8.2
178,0,0.0,0,31512,6431,31512,6431,3.93901,0.80388,NH3,7.98
179,0,0.0,0,31149,6357,31149,6357,3.89369,0.79463,NH3,7.77
180,0,0.0,0,30791,6284,30791,6284,3.84895,0.7855,NH3,7.57
181,0,0.0,0,30409,6206,30409,6206,3.80118,0.77575,NH3,7.36
182,0,0.0,0,30095,6142,30095,6142,3.76198,0.76775,NH3,7.18
183,0,0.0,0,29762,6074,29762,6074,3.72033,0.75925,NH3,7.0
184,0,0.0,0,29463,6012,29463,6012,3.68294,0.75162,NH3,6.83
185,0,0.0,0,29120,5943,29120,5943,3.64011,0.74288,NH3,6.64
186,0,0.0,0,28821,5882,28821,5882,3.60272,0.73525,NH3,6.47
187,0,0.0,0,28503,5817,28503,5817,3.56294,0.72713,NH3,6.29
188,0,0.0,0,28277,5770,28277,5770,3.53471,0.72137,NH3,6.17
189,0,0.0,0,27964,5706,27964,5706,3.49551,0.71337,NH3,5.99
190,0,0.0,0,27714,5656,27714,5656,3.4643,0.707,NH3,5.85
191,0,0.0,0,27464,5605,27464,5605,3.43309,0.70063,NH3,5.71
192,0,0.0,0,27200,5551,27200,5551,3.40001,0.69388,NH3,5.57
193,0,0.0,0,26964,5503,26964,5503,3.37061,0.68788,NH3,5.43
194,0,0.0,0,26739,5456,26739,5456,3.34239,0.68212,NH3,5.31
195,0,0.0,0,26514,5411,26514,5411,3.31426,0.67638,NH3,5.18
196,0,0.0,0,26313,5370,26313,5370,3.28913,0.67125,NH3,5.07
197,0,0.0,0,26107,5328,26107,5328,3.2634,0.666,NH3,4.95
198,0,0.0,0,25876,5280,25876,5280,3.23459,0.66012,NH3,4.83
199,0,0.0,0,25681,5241,25681,5241,3.21014,0.65513,NH3,4.72
200,0,0.0,0,25524,5209,25524,5209,3.19054,0.65113,NH3,4.63
201,0,0.0,0,25313,5166,25313,5166,3.16418,0.64575,NH3,4.51
202,0,0.0,0,25137,5130,25137,5130,3.14213,0.64125,NH3,4.41
203,0,0.0,0,24985,5099,24985,5099,3.12316,0.63738,NH3,4.33
204,0,0.0,0,24798,5060,24798,5060,3.09984,0.63262,NH3,4.22
205,0,0.0,0,24637,5028,24637,5028,3.07965,0.6285,NH3,4.13
206,0,0.0,0,24500,5000,24500,5000,3.0625,0.625,NH3,4.06
207,0,0.0,0,24333,4966,24333,4966,3.04168,0.62075,NH3,3.96
208,0,0.0,0,24166,4932,24166,4932,3.02085,0.6165,NH3,3.87
209,0,0.0,0,24014,4900,24014,4900,3.00184,0.61262,NH3,3.78
210,0,0.0,0,23897,4876,23897,4876,2.98714,0.60962,NH3,3.72
211,0,0.0,0,23745,4846,23745,4846,2.96818,0.60575,NH3,3.63
212,0,0.0,0,23612,4818,23612,4818,2.95161,0.60237,NH3,3.56
213,0,0.0,0,23471,4790,23471,4790,2.93388,0.59875,NH3,3.48
214,0,0.0,0,23333,4762,23333,4762,2.91673,0.59525,NH3,3.4
215,0,0.0,0,23235,4742,23235,4742,2.90448,0.59275,NH3,3.35
216,0,0.0,0,23113,4717,23113,4717,2.88919,0.58963,NH3,3.28
217,0,0.0,0,22995,4693,22995,4693,2.87449,0.58663,NH3,3.22
218,0,0.0,0,22897,4673,22897,4673,2.86224,0.58413,NH3,3.16
219,0,0.0,0,22780,4649,22780,4649,2.84754,0.58113,NH3,3.09
220,0,0.0,0,22667,4626,22667,4626,2.83343,0.57825,NH3,3.03
221,0,0.0,0,22564,4605,22564,4605,2.82059,0.57563,NH3,2.97
222,0,0.0,0,22476,4586,22476,4586,2.80951,0.57337,NH3,2.92
223,0,0.0,0,22387,4568,22387,4568,2.79849,0.57112,NH3,2.88
224,0,0.0,0,22280,4546,22280,4546,2.78501,0.56837,NH3,2.82
225,0,0.0,0,22201,4530,22201,4530,2.77521,0.56637,NH3,2.77
226,0,0.0,0,22104,4511,22104,4511,2.76301,0.56388,NH3,2.72
227,0,0.0,0,22020,4494,22020,4494,2.75258,0.56175,NH3,2.67
228,0,0.0,0,21932,4476,21932,4476,2.74155,0.5595,NH3,2.62
229,0,0.0,0,21854,4460,21854,4460,2.73175,0.5575,NH3,2.58
230,0,0.0,0,21770,4443,21770,4443,2.72136,0.55538,NH3,2.53
231,0,0.0,0,21697,4428,21697,4428,2.71215,0.5535,NH3,2.49
232,0,0.0,0,21603,4408,21603,4408,2.70049,0.55112,NH3,2.44
233,0,0.0,0,21540,4396,21540,4396,2.69255,0.5495,NH3,2.4
234,0,0.0,0,21481,4384,21481,4384,2.6852,0.548,NH3,2.37
235,0,0.0,0,21422,4372,21422,4372,2.67785,0.5465,NH3,2.34
236,0,0.0,0,21354,4358,21354,4358,2.66927,0.54475,NH3,2.3
237,0,0.0,0,21285,4344,21285,4344,2.6607,0.543,NH3,2.26
238,0,0.0,0,21211,4328,21211,4328,2.65149,0.54112,NH3,2.22
239,0,0.0,0,21153,4317,21153,4317,2.64419,0.53963,NH3,2.19
240,0,0.0,0,21079,4302,21079,4302,2.63497,0.53775,NH3,2.14
241,0,0.0,0,21021,4290,21021,4290,2.62763,0.53625,NH3,2.11
242,0,0.0,0,20957,4277,20957,4277,2.61969,0.53463,NH3,2.08
243,0,0.0,0,20893,4264,20893,4264,2.6117,0.533,NH3,2.04
244,0,0.0,0,20839,4253,20839,4253,2.60499,0.53163,NH3,2.01
245,0,0.0,0,20810,4246,20810,4246,2.60126,0.53087,NH3,1.99
246,0,0.0,0,20761,4237,20761,4237,2.59519,0.52963,NH3,1.97
247,0,0.0,0,20692,4222,20692,4222,2.58656,0.52787,NH3,1.93
248,0,0.0,0,20663,4217,20663,4217,2.58294,0.52713,NH3,1.91
249,0,0.0,0,20609,4206,20609,4206,2.57618,0.52575,NH3,1.88
0,0,3.3,255,17733,3619,17733,3619,2.21666,0.45238,NH3,0.27
1,0,3.3,255,19012,3880,19012,3880,2.3765,0.485,NH3,0.99
2,0,3.3,255,20966,4278,20966,4278,2.62086,0.53487,NH3,2.08
3,0,3.3,255,23024,4698,23024,4698,2.87811,0.58737,NH3,3.23
4,0,3.3,255,25107,5124,25107,5124,3.13845,0.6405,NH3,4.4
5,0,3.3,255,27204,5552,27204,5552,3.4006,0.694,NH3,5.57
6,0,3.3,255,29302,5980,29302,5980,3.66275,0.7475,NH3,6.74
7,0,3.3,255,31409,6410,31409,6410,3.92613,0.80125,NH3,7.92
8,0,3.3,255,33491,6834,33491,6834,4.18641,0.85437,NH3,9.08
9,0,3.3,255,35564,7258,35564,7258,4.44552,0.90725,NH3,10.24
10,0,3.3,255,37597,7673,37597,7673,4.69974,0.95913,NH3,11.38
11,0,3.3,255,39616,8085,39616,8085,4.95209,1.01063,NH3,12.5
12,0,3.3,255,41586,8487,41586,8487,5.19831,1.06088,NH3,13.61
13,0,3.3,255,43517,8881,43517,8881,5.43964,1.11013,NH3,14.68
14,0,3.3,255,45413,9268,45413,9268,5.67665,1.1585,NH3,15.74
